koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
CONFIRMED,0,0,0,0,12.07134205,4.3224,759.2,0.014,1.29,395,5.74,3713,4.779,0.47,31.0
CONFIRMED,0,0,0,0,20.99587872,2.6333,767.3,0.228,1.3,328,2.74,3713,4.779,0.47,18.2
CONFIRMED,0,0,0,0,7.41113177,2.5242,620.5,0.712,2.45,905,158.11,5849,4.517,0.919,50.4
FALSE POSITIVE,0,1,0,0,1.000747038,0.9967,1823.5,0.908,4.14,1620,1635.2,5472,4.499,0.79,147.4
CONFIRMED,0,0,0,0,8.884922995,2.07004,16053.0,0.069,10.51,770,83.21,5332,4.5,0.843,388.2
CONFIRMED,0,0,0,0,8.09888906,4.20241,6911.1,0.018,8.95,986,223.19,6214,4.442,1.076,435.9
CONFIRMED,0,0,0,0,10.00653012,5.344,936.1,0.862,3.52,876,139.21,6063,4.47,1.001,71.9
CONFIRMED,0,0,0,0,17.855221681,7.41287,9065.2,0.075,13.16,911,163.04,6823,4.308,1.367,915.7
CANDIDATE,0,0,0,0,12.732624065,2.2083,6465.7,0.811,4.87,432,8.22,3950,4.721,0.541,210.5
CANDIDATE,0,0,0,0,83.92494032,6.7904,7958.7,0.658,4.78,226,0.62,3960,4.746,0.509,182.1
CONFIRMED,0,0,0,0,5.007316661,4.2362,6932.3,0.344,6.96,998,234.28,5865,4.563,0.827,431.4
CONFIRMED,0,0,0,0,2.211116989,1.6485,724.2,0.69,1.85,931,177.19,4500,4.656,0.646,42.6
CONFIRMED,0,0,0,0,27.9541337,3.95,942.5,0.063,1.9,400,6.04,4500,4.656,0.646,25.4
CONFIRMED,0,0,0,0,12.69104387,3.7727,252.1,0.008,2.57,1008,244.3,5869,4.024,1.626,60.2
FALSE POSITIVE,0,1,0,0,4.409409243,3.8636,12861.0,0.028,10.95,1101,347.06,5600,4.368,0.975,85.8
CONFIRMED,0,0,0,0,16.23947096,4.0374,2590.7,0.043,4.14,598,30.14,5191,4.564,0.837,123.8
CONFIRMED,0,0,0,0,6.308201629,2.9785,1328.5,0.03,2.96,819,106.44,5191,4.564,0.837,86.2
CONFIRMED,0,0,0,0,2.052349884,2.0778,14281.0,0.437,13.12,1497,1183.18,5855,4.393,1.08,1072.1
CONFIRMED,0,0,0,0,9.7704486,2.4517,1897.8,0.09,2.23,460,10.59,3906,4.73,0.509,58.0
CONFIRMED,0,0,0,0,5.169804269,2.153,1037.4,0.351,1.66,569,24.75,3906,4.73,0.509,41.4
CONFIRMED,0,0,0,0,21.22261195,6.5093,366.0,0.02,2.48,771,83.56,5945,4.213,1.302,114.9
CONFIRMED,0,0,0,0,20.09017037,4.154,1432.1,0.886,2.25,362,4.05,3906,4.73,0.509,36.9
CONFIRMED,0,0,0,0,7.11373257,2.1764,807.6,0.334,1.16,429,8.01,3638,4.813,0.443,44.4
CONFIRMED,0,0,0,0,3.306551643,1.8177,509.2,0.003,0.91,554,22.19,3638,4.813,0.443,37.8
CONFIRMED,0,0,0,0,15.36845737,2.4714,756.1,0.115,1.11,332,2.86,3638,4.813,0.443,30.9
CONFIRMED,0,0,0,0,13.81020318,3.048,1309.7,0.791,4.56,833,113.75,5942,4.327,1.142,46.2
CONFIRMED,0,0,0,0,4.093578461,2.5833,538.6,0.93,2.85,1182,461.07,6077,4.471,0.999,36.4
CONFIRMED,0,0,0,0,105.145959,8.593,685.4,0.964,3.43,401,6.09,6077,4.471,0.999,15.4
CONFIRMED,0,0,0,0,10.8484518,2.9993,1675.6,0.21,2.34,499,14.66,4201,4.682,0.591,64.5
CONFIRMED,0,0,0,0,6.66833241,1.915,362.3,0.644,1.18,587,28.06,4201,4.682,0.591,14.2
CONFIRMED,0,0,0,0,4.082274889,3.23015,17859.0,0.093,10.55,1016,251.48,5655,4.581,0.794,1669.1
CANDIDATE,0,0,0,0,3.886655224,3.1646,581.6,0.649,1.87,1010,246.29,5662,4.61,0.738,48.1
CONFIRMED,0,0,0,0,42.1406089,5.083,895.5,0.045,1.85,349,3.49,4500,4.656,0.646,21.6
CONFIRMED,0,0,0,0,4.617490562,2.2618,575.8,0.649,1.62,728,66.47,4500,4.656,0.646,28.1
CONFIRMED,0,0,0,0,10.19849255,2.4283,634.1,0.714,1.75,559,23.11,4500,4.656,0.646,21.4
FALSE POSITIVE,0,0,1,0,5.795063956,3.2496,1692.9,0.949,4.33,950,192.74,5865,4.563,0.827,119.4
CONFIRMED,0,0,0,0,7.15681552,2.5882,867.0,0.45,2.47,782,88.23,5029,4.494,0.838,47.7
CONFIRMED,0,0,0,0,17.64830851,2.0873,763.3,0.653,2.43,579,26.49,5029,4.494,0.838,23.8
CONFIRMED,0,0,0,0,4.14810719,2.535,175.2,0.093,1.08,938,182.76,5029,4.494,0.838,12.9
CONFIRMED,0,0,0,0,16.51410989,4.1575,973.5,0.395,2.72,655,43.57,5527,4.488,0.866,55.9
CONFIRMED,0,0,0,0,30.1329298,5.172,1015.8,0.839,3.14,536,19.55,5527,4.488,0.866,44.8
CONFIRMED,0,0,0,0,4.79090809,2.603,251.3,0.11,1.36,990,227.24,5527,4.488,0.866,21.2
CONFIRMED,0,0,0,0,31.71981013,4.819,363.4,0.125,3.09,743,71.97,5869,4.024,1.626,63.1
CONFIRMED,0,0,0,0,99.6415962,4.448,952.5,0.028,2.64,360,3.97,5527,4.488,0.866,22.7
CONFIRMED,0,0,0,0,4.708326451,3.16114,7912.7,0.061,10.6,1162,431.02,5560,4.246,1.21,633.4
FALSE POSITIVE,0,0,1,1,16.37198661,3.8449,4147.6,1.7826,369.2,438,8.71,4187,4.656,0.592,54.5
CONFIRMED,0,0,0,0,5.392026903,2.9804,1151.4,0.314,2.68,850,123.33,5198,4.589,0.801,77.4
CANDIDATE,0,0,0,0,2.494170338,1.1221,863.7,0.095,2.42,1194,480.19,5569,4.566,0.829,69.2
CONFIRMED,0,0,0,0,6.491682808,4.301,7163.3,0.535,9.66,1062,301.54,6123,4.413,1.107,502.3
FALSE POSITIVE,0,1,1,1,3.044770796,10.0134,1695.0,1.252,24.54,1076,317.36,5525,4.603,0.753,203.5
CONFIRMED,0,0,0,0,3.855603916,3.2179,16653.0,0.348,13.61,1212,508.65,6033,4.46,1.046,1173.9
FALSE POSITIVE,0,0,1,1,3.855599139,3.183,1030.9,0.864,3.57,1158,425.74,5936,4.501,0.965,90.1
CONFIRMED,0,1,0,0,38.47876629,5.04169,23530.0,0.003,13.26,484,13.01,5510,4.539,0.879,1077.8
FALSE POSITIVE,0,1,0,0,37.601661282,8.30604,59130.0,0.408,27.22,606,31.86,6140,4.354,1.096,1667.3
CONFIRMED,0,0,0,0,3.314947362,1.8007,1398.2,0.799,3.94,1155,421.03,5609,4.481,0.944,123.5
FALSE POSITIVE,0,1,0,0,6.71969089,3.0231,969.7,0.985,4.37,952,194.18,5931,4.479,0.866,45.4
CONFIRMED,0,0,0,0,39.6431552,6.5292,15664.0,0.062,10.98,472,11.74,5231,4.455,0.9,690.3
FALSE POSITIVE,0,1,0,0,51.42598578,16.9422,66068.0,0.203,29.66,549,21.4,6257,4.41,1.147,1843.8
CONFIRMED,0,0,0,0,21.80451611,3.4097,1144.9,0.751,2.6,543,20.48,5481,4.629,0.708,49.9
CONFIRMED,0,0,0,0,10.28194593,3.4366,1110.7,0.168,2.53,680,50.6,5196,4.593,0.775,55.0
CONFIRMED,0,0,0,0,18.11993039,4.2309,1506.9,0.206,2.95,563,23.77,5196,4.593,0.775,60.7
CONFIRMED,0,0,0,0,3.78402867,1.9012,426.1,0.691,1.7,949,191.78,5196,4.593,0.775,25.6
CONFIRMED,0,0,0,0,5.15448142,3.228,697.5,0.933,2.94,964,204.1,5431,4.457,0.884,48.1
FALSE POSITIVE,0,1,0,0,33.80364366,11.4813,13494.0,0.023,20.7,745,72.71,5855,3.999,1.796,529.9
CONFIRMED,0,0,0,0,5.743469797,3.4412,1240.2,0.003,3.13,982,219.95,5897,4.531,0.891,79.7
CANDIDATE,0,0,0,0,39.4759093,2.968,1012.6,0.938,4.06,577,26.13,6225,4.45,1.031,26.6
FALSE POSITIVE,0,1,0,0,19.974485239,4.23479,40293.0,0.886,26.56,700,56.84,6108,4.471,0.997,1398.8
CONFIRMED,0,0,0,0,3.166353562,3.3129,1473.4,0.032,3.82,1273,621.92,6007,4.47,0.998,128.3
FALSE POSITIVE,0,1,1,0,23.899634407,3.81881,20953.0,1.245,44.04,652,42.8,6192,4.503,0.924,547.8
CONFIRMED,0,0,0,0,3.388012244,2.6849,280.1,0.433,2.11,1315,705.93,5553,4.221,1.25,30.6
CONFIRMED,0,0,0,0,5.83909761,3.1915,273.6,0.341,2.06,1097,341.48,5553,4.221,1.25,25.2
CONFIRMED,0,0,0,0,1.620467654,2.1888,159.6,0.271,1.57,1681,1893.42,5553,4.221,1.25,22.7
CONFIRMED,0,0,0,0,10.6816951,3.605,307.8,0.646,2.3,897,152.75,5553,4.221,1.25,21.9
CONFIRMED,0,0,0,0,6.104849417,4.6912,2090.3,0.041,3.18,784,89.25,5085,4.584,0.712,293.7
CONFIRMED,0,0,0,0,3.578780566,2.91089,11382.0,0.079,10.43,1145,406.6,5524,4.421,0.994,1838.4
FALSE POSITIVE,0,1,1,0,3.187067566,3.119,1037.4,1.234,23.88,1079,319.76,5450,4.552,0.811,37.2
CONFIRMED,0,0,0,0,5.826657508,2.9183,1539.1,0.033,4.09,1013,248.57,5561,4.362,1.06,81.1
CONFIRMED,0,0,0,0,12.41216347,3.739,611.3,0.021,2.58,787,90.65,5561,4.362,1.06,25.6
CONFIRMED,0,0,0,0,18.74649011,3.895,796.8,0.508,3.05,686,52.38,5561,4.362,1.06,26.7
CONFIRMED,0,0,0,0,20.86021229,5.1937,1910.5,0.066,5.5,781,87.76,6035,4.22,1.257,117.0
CONFIRMED,0,0,0,0,42.63427848,6.1998,1719.3,0.142,5.22,615,33.82,6035,4.22,1.257,78.7
CONFIRMED,0,0,0,0,87.6476068,8.871,1009.6,0.147,4.0,484,12.94,6035,4.22,1.257,37.5
CANDIDATE,0,0,0,0,9.61731426,3.8692,234.0,0.331,1.94,1010,246.13,6035,4.22,1.257,18.2
CONFIRMED,0,0,0,0,9.467821474,2.4327,2237.0,0.081,2.13,407,6.47,3638,4.807,0.458,124.7
CONFIRMED,0,0,0,0,0.893040969,1.0981,741.7,0.009,1.24,893,151.14,3638,4.807,0.458,87.8
CONFIRMED,0,0,0,0,4.942783419,3.25346,11145.0,0.566,10.62,1008,244.42,5514,4.459,0.978,2040.7
CONFIRMED,0,0,0,0,20.83426731,4.0454,988.4,0.256,2.74,595,29.62,5537,4.549,0.88,45.1
CONFIRMED,0,0,0,0,9.94602357,3.3862,994.5,0.035,3.12,807,100.34,5344,4.365,1.013,51.0
CONFIRMED,0,0,0,0,1.04562195,1.8955,213.0,0.037,1.45,1710,2031.84,5344,4.365,1.013,25.3
CONFIRMED,0,0,0,0,5.71462396,2.336,297.8,0.503,1.78,971,210.16,5344,4.365,1.013,16.7
FALSE POSITIVE,0,1,0,0,102.9641952,15.735,1896.7,0.922,39.0,797,95.4,5047,3.066,7.119,86.1
CONFIRMED,0,0,0,0,8.14515981,5.073,446.8,0.965,3.43,1050,287.91,5896,4.197,1.24,32.2
CONFIRMED,0,0,0,0,18.9985279,4.529,430.7,1.3,43.17,792,93.03,5896,4.197,1.24,16.9
CONFIRMED,0,0,0,0,4.24439049,3.282,174.0,0.949,2.07,1305,686.99,5896,4.197,1.24,15.1
CANDIDATE,0,0,0,0,90.1240507,11.649,3020.3,0.698,7.12,485,13.09,6520,4.375,1.215,57.9
CONFIRMED,0,0,0,0,28.5742692,4.9427,824.9,0.068,2.32,538,19.83,5551,4.508,0.812,97.1
CANDIDATE,0,0,0,0,551.22396,23.144,858.1,0.1158,3.87,242,0.81,6449,4.232,1.309,39.2
CANDIDATE,0,0,0,0,0.689210173,1.6169,195.0,0.154,1.32,1943,3362.71,5630,4.505,0.954,93.4
CONFIRMED,0,0,0,0,7.34373964,1.1784,574.4,0.185,1.84,839,117.5,5757,4.597,0.762,32.2
FALSE POSITIVE,1,0,0,1,0.52740121,3.539,186.7,1.2962,35.74,2562,10177.11,6167,4.444,1.064,28.9
FALSE POSITIVE,0,1,0,0,0.52740121,0.86896,1973.3,1.246,59.56,3000,19256.81,5075,3.892,1.783,458.6
FALSE POSITIVE,0,1,0,0,9.88047978,2.78458,18541.0,1.02,23.6,860,129.45,6113,4.512,0.917,534.5
FALSE POSITIVE,1,0,0,0,4.6484156,30.64,128.4,0.968,5.06,2259,6152.88,6980,3.577,3.482,91.7
FALSE POSITIVE,0,1,0,0,17.512014768,1.8248,4511.7,0.994,13.66,804,98.77,6224,4.33,1.132,322.3
CANDIDATE,0,0,0,0,3.9886021,1.7376,673.5,0.06,34.39,3145,23135.72,4813,2.52,13.056,37.1
CANDIDATE,0,0,0,0,0.533059312,1.8621,1495.8,1.263,133.56,4106,67267.85,8144,3.559,4.051,179.6
FALSE POSITIVE,0,1,1,0,0.52740121,2.1441,747.5,1.226,23.61,2073,4391.51,5582,4.497,0.846,116.1
FALSE POSITIVE,0,0,1,1,1.303861044,4.0541,598.2,1.258,27.85,1610,1595.19,5758,4.475,0.902,140.6
FALSE POSITIVE,0,0,1,0,2.55549176,9.083,113.8,1.228,23.35,1312,701.68,5948,4.508,0.901,24.3
FALSE POSITIVE,0,1,0,0,2.947376671,2.0911,433.2,1.7826,369.2,2404,7903.84,8090,4.002,2.234,62.3
CONFIRMED,0,0,0,0,224.7789355,11.1899,3487.5,0.652,7.67,333,2.92,5873,4.293,1.235,235.7
FALSE POSITIVE,0,1,1,0,0.890110752,0.8774,321.5,0.216,1.25,1372,838.42,4768,4.628,0.711,19.6
FALSE POSITIVE,0,0,1,0,5.76573396,2.924,248.0,0.708,7.47,1964,3518.78,5772,3.364,4.434,22.2
CONFIRMED,0,0,0,0,7.42608123,3.6379,443.3,0.097,2.47,1037,273.78,6049,4.353,1.176,37.5
CONFIRMED,0,0,0,0,15.9868932,4.158,178.5,0.533,1.62,803,98.51,6049,4.353,1.176,10.9
FALSE POSITIVE,1,0,1,0,0.73094589,4.32,250.2,1.169,17.12,1922,3248.17,5901,4.553,0.848,37.5
CONFIRMED,0,0,0,0,18.92537246,3.9835,640.9,0.806,13.92,1171,443.58,4941,3.317,4.885,41.0
FALSE POSITIVE,1,0,1,1,0.933749106,4.256,186.2,0.736,3.22,2863,15822.49,6215,3.849,2.188,136.3
FALSE POSITIVE,0,0,1,1,2.037440623,3.442,118.6,0.715,1.19,1572,1448.05,6253,4.415,1.015,27.0
CANDIDATE,0,0,0,0,551.22396,9.408,1474.9,0.7127,2.99,196,0.35,4500,4.572,0.726,35.7
CONFIRMED,0,0,0,0,31.5925809,13.566,145.1,0.283,1.78,688,53.09,5676,4.1,1.487,25.5
CONFIRMED,0,0,0,0,17.157236,11.284,110.4,0.238,1.55,844,119.87,5676,4.1,1.487,23.6
CONFIRMED,0,0,0,0,1.97376085,1.82542,30222.0,0.337,8.78,753,76.1,3807,4.762,0.503,1252.5
CANDIDATE,0,0,0,0,13.118962443,4.3045,372.2,0.042,8.25,1768,2310.43,7221,3.488,4.24,267.4
FALSE POSITIVE,0,1,1,1,4.618767792,5.9957,4399.1,0.766,7.48,1170,442.78,6013,4.381,1.033,270.1
CANDIDATE,0,0,0,0,7.82187328,3.8417,42.2,0.005,2.78,2101,4601.71,7221,3.488,4.24,37.2
CANDIDATE,0,0,0,0,53.5057611,10.5616,195.6,0.46,2.52,675,49.16,6247,4.016,1.762,71.2
CONFIRMED,0,0,0,0,2.785821236,3.5599,68.9,0.893,1.69,1784,2388.98,6202,4.026,1.733,53.6
FALSE POSITIVE,0,1,0,0,52.56901867,6.7507,26900.0,1.197,78.54,737,69.62,7240,4.178,1.717,184.3
FALSE POSITIVE,0,0,1,0,3.411758679,3.158,570.6,1.213,14.71,684,51.85,3995,4.71,0.561,35.6
FALSE POSITIVE,0,1,1,1,0.52740121,1.0801,324.6,0.113,1.45,2069,4349.62,5791,4.575,0.802,63.6
CONFIRMED,0,0,0,0,1.269091415,1.4647,340.9,0.412,1.41,1331,740.47,5041,4.576,0.766,73.5
CONFIRMED,0,0,0,0,2.853133997,1.465,277.1,0.698,1.36,1016,251.77,5041,4.576,0.766,39.7
CONFIRMED,0,0,0,0,6.79685353,3.1702,393.1,0.62,2.01,985,222.91,6061,4.486,0.97,29.8
FALSE POSITIVE,0,1,1,1,8.667822346,4.9658,2121.9,1.276,67.37,1303,681.39,6266,3.923,1.889,187.6
CONFIRMED,0,0,0,0,1.475323222,2.3155,154.9,0.136,5.88,2740,13331.51,4941,3.317,4.885,27.2
CONFIRMED,0,0,0,0,4.15246118,2.5755,223.4,0.639,7.62,1941,3354.56,4941,3.317,4.885,24.5
CONFIRMED,0,0,0,0,8.7348852,4.49,270.7,0.314,1.59,890,148.62,5982,4.493,0.96,24.8
FALSE POSITIVE,0,0,1,1,10.26547688,3.733,399.6,0.69,1.81,770,83.13,5699,4.553,0.853,20.1
CANDIDATE,0,0,0,0,13.4471791,3.0454,1428.2,0.963,5.24,848,122.34,6276,4.405,1.041,105.3
FALSE POSITIVE,0,1,0,0,3.305577989,2.5903,17971.0,1.145,25.89,1027,263.55,5534,4.629,0.707,39.6
FALSE POSITIVE,0,1,0,0,4.800653901,9.0419,15304.0,0.785,16.91,1347,778.45,6715,4.347,1.241,298.0
FALSE POSITIVE,0,1,1,1,15.06649901,5.9885,36348.0,1.018,56.44,932,177.96,5751,4.028,1.626,154.6
FALSE POSITIVE,0,1,0,0,34.82008158,11.1711,18848.0,0.663,11.36,459,10.49,5114,4.522,0.784,882.6
FALSE POSITIVE,1,0,0,1,0.651784374,2.0141,2779.3,1.224,33.65,2090,4500.59,5555,4.375,1.061,195.2
FALSE POSITIVE,0,1,0,0,1.353771892,7.012,1349.1,1.203,369.2,4106,67267.85,4283,2.52,13.056,76.7
FALSE POSITIVE,1,0,0,0,18.95491633,24.249,867.5,1.228,71.39,1139,397.48,6362,3.761,2.534,249.3
FALSE POSITIVE,0,1,0,0,4.348866254,3.2797,625.6,1.187,369.2,4106,67267.85,3638,2.52,13.056,56.3
FALSE POSITIVE,0,1,0,0,47.93094546,2.6897,2144.4,1.272,68.02,905,158.41,8144,4.104,1.938,221.1
FALSE POSITIVE,1,0,0,0,3.99751422,3.686,32.8,0.0303,2.98,2203,5563.95,5066,3.122,5.324,6.1
FALSE POSITIVE,0,1,1,1,1.592633181,5.5605,633.1,0.003,1.56,1053,290.51,4506,4.626,0.651,66.9
CONFIRMED,0,0,0,0,67.5923754,12.249,4158.1,0.728,12.1,588,28.2,6038,4.082,1.744,60.9
CONFIRMED,0,0,0,0,17.02902786,4.645,568.9,0.202,2.54,755,76.66,5839,4.327,1.067,29.8
CONFIRMED,0,0,0,0,6.84619236,3.529,246.8,0.077,1.67,1022,258.41,5839,4.327,1.067,17.7
CONFIRMED,0,0,0,0,67.8321638,7.358,507.8,0.027,2.39,476,12.14,5839,4.327,1.067,15.5
CONFIRMED,0,0,0,0,43.1312147,3.198,447.8,0.67,2.39,554,22.21,5839,4.327,1.067,11.8
CONFIRMED,0,0,0,0,1.224866441,1.7086,196.0,0.286,1.54,1741,2174.33,5553,4.32,1.107,21.1
CONFIRMED,0,0,0,0,37.8102649,8.733,570.3,0.061,2.33,566,24.27,6085,4.451,0.973,35.2
CONFIRMED,0,0,0,0,25.93406406,4.6142,414.5,0.014,2.48,695,55.1,5952,4.287,1.225,42.2
CONFIRMED,0,0,0,0,83.4463485,6.536,503.0,0.058,2.73,471,11.59,5952,4.287,1.225,36.1
FALSE POSITIVE,0,0,1,1,7.04710032,2.926,400.9,1.195,25.2,986,223.84,5766,4.363,1.068,24.0
CONFIRMED,0,0,0,0,12.99204853,6.0175,270.6,0.091,2.03,866,132.94,5765,4.236,1.242,38.7
FALSE POSITIVE,0,1,1,0,11.11620211,4.211,4843.9,0.937,8.96,853,125.21,6122,4.471,0.996,115.3
FALSE POSITIVE,0,1,1,1,1.922861499,3.5734,1916.2,0.943,5.09,1392,884.12,5778,4.531,0.911,103.4
FALSE POSITIVE,0,1,1,1,0.635445336,1.8592,2547.4,1.253,19.0,1177,451.42,3920,4.7,0.55,182.2
FALSE POSITIVE,0,1,1,0,1.665784138,1.8946,2006.2,1.27,97.27,2636,11424.49,6261,3.686,2.789,148.0
FALSE POSITIVE,0,1,1,0,55.6639167,23.546,3414.4,1.298,34.14,434,8.38,5587,4.528,0.853,103.4
CONFIRMED,0,0,0,0,52.09081627,8.6388,2894.1,0.065,7.14,592,29.07,6198,4.237,1.324,243.5
FALSE POSITIVE,0,0,0,0,7.1548608,7.694,780.4,0.9848,7.41,1482,1141.57,7443,4.166,1.739,24.2
CONFIRMED,0,0,0,0,4.28746668,1.5693,790.1,0.374,2.29,942,186.31,5296,4.576,0.815,19.4
FALSE POSITIVE,0,0,1,0,2.002779769,2.231,260.5,0.242,1.42,1311,696.4,5346,4.44,0.892,22.2
CONFIRMED,0,0,0,0,8.18739443,3.0472,517.6,0.377,1.92,782,88.36,5251,4.494,0.849,38.4
CONFIRMED,0,0,0,0,76.0498163,7.158,445.9,0.015,1.75,372,4.53,5251,4.494,0.849,17.4
CONFIRMED,0,0,0,0,3.341799486,2.9254,178.2,0.426,1.67,1356,798.41,5873,4.293,1.235,48.8
FALSE POSITIVE,1,0,0,0,3.3226948,3.568,78.7,0.4722,15.33,3859,52428.3,5234,2.52,13.056,8.6
FALSE POSITIVE,0,1,1,1,36.97708808,4.737,1269.9,1.246,38.6,602,31.08,5589,4.193,1.239,59.2
FALSE POSITIVE,0,0,0,0,1.851409163,10.232,232.5,1.1117,20.42,2154,5090.14,7117,4.176,1.469,54.4
FALSE POSITIVE,0,0,1,1,1.303859704,2.8239,36.7,0.674,0.98,2393,7759.2,6802,4.103,1.521,34.7
FALSE POSITIVE,0,1,1,0,145.5624926,5.4126,2931.6,1.274,40.15,387,5.33,6148,4.346,1.095,58.1
CONFIRMED,0,0,0,0,3.749105745,1.9826,182.6,0.942,1.68,1160,428.25,5751,4.447,0.983,38.0
CONFIRMED,0,0,0,0,11.08956602,6.2877,148.1,0.02,3.51,1422,965.62,6353,3.698,2.867,38.9
CANDIDATE,0,0,0,0,7.37290344,2.172,205.2,0.993,2.67,1004,240.11,5973,4.371,1.07,19.1
FALSE POSITIVE,0,0,0,1,7.24476126,2.3145,58.0,0.04,0.65,837,116.02,5370,4.494,0.874,27.2
CANDIDATE,0,0,0,0,119.0624882,3.1188,5372.3,0.968,10.4,366,4.26,5697,4.392,0.92,71.6
CONFIRMED,0,0,0,0,8.70798309,2.4904,1419.6,0.063,2.01,543,20.59,4362,4.722,0.554,28.1
CANDIDATE,0,0,0,0,14.8623076,3.161,840.0,0.324,1.57,454,10.08,4362,4.722,0.554,14.4
CONFIRMED,0,0,0,0,4.17634276,2.335,531.5,0.142,1.23,694,54.8,4362,4.722,0.554,14.9
CONFIRMED,0,0,0,0,27.40229859,6.8491,747.5,0.022,3.63,734,68.46,6198,4.237,1.324,79.3
CONFIRMED,0,0,0,0,3.179267286,1.0246,200.9,0.171,1.21,1101,347.01,5511,4.554,0.857,41.0
CONFIRMED,0,0,0,0,10.38122447,2.715,801.5,0.319,2.18,672,48.37,5095,4.566,0.78,41.9
CONFIRMED,0,0,0,0,24.5709023,3.587,764.2,0.945,2.82,505,15.33,5095,4.566,0.78,26.3
FALSE POSITIVE,0,0,0,0,81.221876,4.1135,9883.0,1.01,16.59,385,5.2,5619,4.536,0.874,63.0
FALSE POSITIVE,0,0,1,1,0.817026268,2.0799,1145.5,0.01,2.92,1784,2386.13,5619,4.536,0.874,121.1
CONFIRMED,0,0,0,0,3.024092505,2.8021,7765.0,0.424,12.14,1489,1162.54,6063,4.261,1.358,1225.3
FALSE POSITIVE,0,0,1,0,5.670155713,0.9361,536.7,1.267,5.85,341,3.21,3638,4.813,0.443,37.3
CONFIRMED,0,0,0,0,1.022678654,1.3712,129.2,0.019,1.14,1734,2138.47,5366,4.363,1.02,21.6
CONFIRMED,0,0,0,0,12.10968709,6.3461,284.7,0.924,2.98,1005,240.8,6021,4.093,1.458,33.4
CONFIRMED,0,0,0,0,4.75796103,4.66,124.5,0.621,1.7,1372,835.65,6021,4.093,1.458,20.9
CONFIRMED,0,0,0,0,20.4972755,8.536,242.9,0.966,2.96,843,119.42,6021,4.093,1.458,22.8
FALSE POSITIVE,0,0,1,0,13.55480534,2.288,48.3,0.497,0.62,679,50.41,5370,4.494,0.874,16.5
FALSE POSITIVE,0,1,0,0,29.74454668,23.2842,66894.0,0.337,20.06,455,10.1,4889,4.569,0.788,765.0
FALSE POSITIVE,0,1,0,0,14.15402428,4.47001,61625.0,1.1,53.25,777,86.13,5850,4.404,1.037,930.3
FALSE POSITIVE,0,1,1,0,0.844786082,3.5289,2468.5,1.297,35.27,1864,2846.03,5705,4.452,0.915,245.6
FALSE POSITIVE,0,1,0,0,0.848483947,1.4451,1907.4,1.264,32.11,1908,3117.82,5941,4.504,0.936,185.0
FALSE POSITIVE,0,1,1,1,11.99097576,5.7401,2124.3,1.269,37.47,880,141.63,6110,4.352,1.072,102.8
CONFIRMED,0,0,0,0,53.5292702,5.668,1086.1,0.346,2.28,348,3.48,4736,4.624,0.708,34.5
FALSE POSITIVE,0,0,0,1,0.52740121,2.95,564.6,1.1898,24.17,2705,12661.53,6277,4.449,1.031,64.8
CONFIRMED,0,0,0,0,2.757584622,0.9267,563.1,0.093,1.01,615,33.79,3683,4.813,0.443,19.6
CONFIRMED,0,0,0,0,0.928310036,1.1899,376.2,0.181,1.16,1115,365.72,4109,4.672,0.602,22.6
CONFIRMED,0,0,0,0,13.48457668,5.0197,653.5,0.011,3.39,929,176.29,6198,4.237,1.324,80.8
CONFIRMED,0,0,0,0,31.8841473,6.122,910.0,0.938,3.7,563,23.82,5779,4.477,0.974,25.3
CANDIDATE,0,0,0,0,16.15811112,6.049,2319.8,1.7826,86.13,660,44.83,5619,4.536,0.874,52.8
FALSE POSITIVE,0,0,0,0,67.69213907,30.64,25457.0,0.5581,175.98,1173,448.21,5355,2.754,10.703,1328.2
CONFIRMED,0,0,0,0,12.06222962,2.0584,300.2,0.392,1.62,750,74.8,5547,4.451,0.933,32.4
CONFIRMED,0,0,0,0,9.93146307,5.678,398.6,0.037,2.41,931,177.83,5782,4.28,1.22,26.2
CONFIRMED,0,0,0,0,21.85362905,3.439,355.6,0.676,1.75,618,34.57,5830,4.54,0.876,23.0
CONFIRMED,0,0,0,0,8.19345065,5.234,115.4,0.815,1.74,1144,405.75,6021,4.093,1.458,15.7
FALSE POSITIVE,0,1,1,1,19.97867,10.168,944.3,0.923,6.85,1351,788.02,8144,4.229,1.895,86.2
CONFIRMED,0,0,0,0,41.8059544,6.057,434.4,0.029,2.02,533,19.02,5907,4.445,0.973,28.3
FALSE POSITIVE,0,1,1,0,15.45158184,2.406,85.3,0.636,2.02,1285,643.83,7839,4.08,2.069,21.0
FALSE POSITIVE,0,1,0,0,89.698168533,5.5418,273110.0,0.684,102.08,554,22.33,6214,4.021,1.583,3420.3
FALSE POSITIVE,0,1,0,0,1.187352427,4.999,20703.0,1.222,67.35,2251,6067.3,6424,4.186,1.489,717.4
FALSE POSITIVE,0,1,1,1,3.012476582,3.1424,1138.5,1.261,65.25,2371,7471.65,8144,4.137,2.031,253.4
CONFIRMED,0,0,0,0,4.77800306,2.7361,473.0,0.02,1.85,932,177.79,5192,4.489,0.873,115.4
