koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
FALSE POSITIVE,0,1,0,0,0.875267982,1.6038,11701.0,1.258,39.19,1910,3157.34,5821,4.402,0.898,44.9
FALSE POSITIVE,0,1,0,0,5.55260695,4.1178,727.6,1.174,369.2,4106,67267.85,3638,2.52,13.056,60.7
FALSE POSITIVE,1,0,0,1,2.347479696,26.25,81996.0,1.051,60.5,1502,1207.51,5891,4.305,1.138,261.1
FALSE POSITIVE,0,1,0,1,1.13353095,3.17,24.1,0.117,0.52,2006,3840.87,6318,4.36,1.121,11.1
FALSE POSITIVE,0,1,1,1,0.890745373,1.9215,120030.0,0.599,36.92,1892,3015.62,5780,4.438,1.0,239.6
CONFIRMED,0,0,0,0,440.7843755,21.693,2579.0,0.424,7.23,308,2.14,6340,4.163,1.393,181.0
FALSE POSITIVE,0,1,0,0,2.723858181,1.4313,5497.0,0.913,7.13,900,154.53,4416,4.57,0.733,23.8
FALSE POSITIVE,1,0,0,0,0.635441862,1.9827,147610.0,0.872,56.3,2118,4750.98,5780,4.438,1.0,317.1
FALSE POSITIVE,0,1,1,0,3.255189932,2.7117,119.2,0.447,1.39,1390,880.52,5807,4.23,1.256,38.3
FALSE POSITIVE,0,1,1,1,2.531140101,20.399,11786.0,1.249,32.12,1100,346.06,5325,4.607,0.75,304.2
CONFIRMED,0,0,0,0,0.938750221,1.3568,280.7,0.013,1.46,1676,1874.28,5497,4.527,0.886,47.4
FALSE POSITIVE,0,1,1,0,2.992704682,1.2585,361.1,0.647,7.86,2328,6932.19,5908,3.497,3.915,39.9
FALSE POSITIVE,0,1,0,0,6.12810722,2.824,2336.0,1.159,39.52,1513,1237.9,7245,4.158,1.667,17.5
FALSE POSITIVE,0,1,1,1,2.115511511,8.5116,25805.0,1.278,36.16,897,152.34,4188,4.615,0.661,153.3
FALSE POSITIVE,0,1,0,0,2.446736567,5.0201,415860.0,0.477,71.52,1351,788.17,5780,4.438,1.0,1037.3
FALSE POSITIVE,0,1,0,0,21.3779536,24.872,255240.0,0.003,173.18,1062,300.32,4905,3.3,3.484,101.9
FALSE POSITIVE,0,1,0,0,4.350460215,2.5276,50424.0,1.7826,369.2,1472,1107.34,6585,4.208,1.416,247.2
FALSE POSITIVE,0,1,1,1,22.77194512,10.1995,30246.0,1.263,251.93,1254,584.54,5073,3.02,4.61,208.6
CONFIRMED,0,0,0,0,67.844689,11.757,211.2,0.368,2.65,592,29.08,5878,4.005,1.812,18.9
CONFIRMED,0,0,0,0,27.3214242,4.836,279.6,0.983,3.61,705,58.35,5592,4.115,1.451,14.9
FALSE POSITIVE,0,1,0,0,9.84883968,5.7425,22012.0,1.25,63.42,1134,390.19,6938,4.281,1.31,236.6
FALSE POSITIVE,0,1,0,0,227.6625222,5.5072,13895.0,1.25,44.24,319,2.46,6124,4.414,1.007,227.5
FALSE POSITIVE,0,1,1,1,1.06100873,2.6715,6367.1,0.882,9.14,1568,1434.99,5080,4.417,0.947,174.9
FALSE POSITIVE,0,1,0,0,0.623393802,1.40392,30192.0,1.137,28.21,1379,849.08,4330,4.628,0.639,867.8
CONFIRMED,0,0,0,0,0.65355361,1.63,4595.9,1.226,22.95,1437,1004.07,4550,4.622,0.66,217.4
CONFIRMED,0,0,0,0,2.3702932,1.666,224.8,0.003,1.29,1256,588.1,5668,4.545,0.868,7.0
FALSE POSITIVE,0,1,0,1,0.566793534,4.714,92.4,0.06,122.64,4106,67267.85,3638,2.52,13.056,40.4
FALSE POSITIVE,0,1,0,0,1.873380717,10.1083,416740.0,0.27,89.79,1669,1830.27,5992,4.283,1.171,1513.7
FALSE POSITIVE,0,1,1,1,1.87337894,9.1328,5444.0,0.883,51.11,2925,17342.01,4740,2.9,5.721,223.1
FALSE POSITIVE,0,1,1,0,7.50023955,2.916,273.2,1.194,21.06,901,155.6,5849,4.517,0.919,29.0
FALSE POSITIVE,0,1,0,0,23.6270348,11.481,8433.0,1.096,21.71,560,23.17,5305,4.477,0.857,78.4
FALSE POSITIVE,1,0,0,0,0.716709897,0.7948,932.5,1.182,66.73,3124,22605.13,5173,3.471,2.742,47.6
FALSE POSITIVE,0,1,1,1,2.248063246,5.1297,631.7,1.225,30.38,1566,1421.38,6325,4.409,1.112,87.9
FALSE POSITIVE,1,0,0,0,63.3278636,30.64,11515.0,0.003,54.17,896,152.49,4919,2.979,5.198,619.6
CONFIRMED,0,0,0,0,219.3215562,12.4124,3628.7,0.244,6.11,313,2.27,6063,4.476,1.012,93.8
FALSE POSITIVE,0,1,0,0,245.4382021,14.502,11312.0,1.001,19.17,289,1.66,5637,4.383,0.99,844.7
FALSE POSITIVE,0,1,0,0,178.4129899,2.9298,37510.0,0.936,33.24,361,4.0,6078,4.346,1.148,535.1
FALSE POSITIVE,0,1,0,0,2.192004364,3.075,99583.0,1.003,37.56,1118,369.54,5306,4.642,0.687,298.7
FALSE POSITIVE,0,1,0,0,3.900109346,3.9037,126190.0,0.733,40.37,1160,427.83,5791,4.424,0.969,448.0
FALSE POSITIVE,0,1,0,0,1.471060209,4.3708,148440.0,0.895,165.15,3693,43941.18,8144,3.806,2.911,563.0
FALSE POSITIVE,0,1,0,0,213.3990406,6.5043,13930.0,0.981,35.2,468,11.32,6960,4.069,1.83,370.9
FALSE POSITIVE,0,1,0,0,6.40802979,2.9288,7784.1,1.287,51.44,1157,424.01,6261,4.293,1.194,108.2
FALSE POSITIVE,1,0,0,1,0.962835804,4.9844,14328.0,0.836,369.2,4106,67267.85,3982,2.52,13.056,209.2
FALSE POSITIVE,0,1,0,0,4.639602084,3.4636,25079.0,0.634,19.96,1285,643.95,6078,4.223,1.194,131.0
FALSE POSITIVE,0,1,1,1,2.991885335,7.4319,1356.9,0.95,3.94,1209,505.77,5750,4.464,0.839,160.2
FALSE POSITIVE,0,1,1,0,1.327471395,5.2334,5673.8,0.897,7.08,1395,892.4,5232,4.519,0.777,218.7
FALSE POSITIVE,0,0,1,1,0.566792595,2.637,24.1,0.068,0.52,2548,10020.28,6277,4.322,1.121,9.4
FALSE POSITIVE,0,1,0,0,1.247156944,2.6779,134760.0,1.7826,369.2,4106,67267.85,4770,2.605,9.67,92.4
CANDIDATE,0,0,0,0,288.3128666,5.419,11181.0,0.525,13.21,300,1.93,5672,4.252,1.22,96.8
FALSE POSITIVE,0,1,1,1,2.119100054,8.2163,1651.1,1.247,34.34,1571,1435.29,6292,4.426,1.078,195.7
FALSE POSITIVE,0,1,0,0,1.466535757,0.8222,1346.4,0.824,4.28,1671,1849.31,5888,4.387,1.02,86.1
FALSE POSITIVE,0,1,0,0,8.870415578,1.2864,873.1,1.206,39.46,1151,414.26,6022,4.027,1.514,43.8
FALSE POSITIVE,0,0,1,0,1.49131759,4.721,25.8,0.467,1.26,2475,8873.77,6014,3.782,2.429,10.3
CONFIRMED,0,0,0,0,19.57783279,1.9857,432.6,0.694,1.96,621,35.14,5620,4.533,0.884,37.2
FALSE POSITIVE,0,1,1,1,3.04476607,9.568,272.6,1.159,15.7,1126,379.01,5627,4.568,0.818,67.0
CONFIRMED,0,0,0,0,70.9672087,6.9623,784.7,0.545,2.84,438,8.66,5818,4.464,0.986,69.3
FALSE POSITIVE,0,1,0,0,4.45543346,5.116,245680.0,0.469,51.69,1106,354.27,5780,4.438,1.0,508.6
FALSE POSITIVE,0,1,1,0,14.323889947,4.83729,69072.0,1.073,45.93,720,63.62,5853,4.529,0.895,834.3
FALSE POSITIVE,0,1,0,0,20.427232317,3.46429,121810.0,1.7826,369.2,749,74.27,6167,4.354,1.121,526.6
CANDIDATE,0,0,0,0,106.18732,10.29,266.1,0.027,231.85,2660,11829.18,3638,2.52,13.056,8.6
CONFIRMED,0,0,0,0,105.6552651,9.39,1366.9,0.371,4.22,407,6.51,5741,4.331,1.136,42.3
FALSE POSITIVE,0,1,0,0,4.029803201,4.4301,191070.0,0.17,47.58,1233,545.64,6024,4.385,1.078,352.3
FALSE POSITIVE,0,1,1,0,1.303858554,4.36797,126640.0,0.928,73.29,2080,4438.11,6282,4.207,1.343,904.0
CANDIDATE,0,0,0,0,9.74765878,2.62,102.0,0.658,0.78,679,50.3,5176,4.612,0.738,11.6
CONFIRMED,0,0,0,0,3.18899015,2.722,66.2,0.526,0.98,1309,693.65,5700,4.327,1.176,18.4
CANDIDATE,0,0,0,0,309.89103,16.4,321.3,0.569,2.15,314,2.3,6450,4.386,1.155,10.7
FALSE POSITIVE,0,1,0,0,1.570518376,3.2035,2213.2,1.295,369.2,4106,67267.85,5314,2.782,11.82,76.7
FALSE POSITIVE,0,1,0,0,115.9943364,2.4136,37571.0,0.028,13.66,265,1.16,4530,4.566,0.735,102.4
FALSE POSITIVE,0,1,0,0,0.623441636,1.46001,19340.0,1.2127,29.19,1711,2025.22,5319,4.612,0.654,164.7
FALSE POSITIVE,0,1,1,1,14.5417471,5.6067,1088.6,1.214,163.25,1494,1176.23,5032,3.042,5.922,71.2
FALSE POSITIVE,0,1,0,0,2.81753381,2.1551,3836.0,1.373,52.91,1494,1180.61,6313,4.325,1.098,39.3
CONFIRMED,0,0,0,0,0.762132307,1.22,63.7,0.399,0.75,1872,2913.14,5594,4.489,0.934,11.5
FALSE POSITIVE,0,0,1,0,56.6993107,7.0706,5824.7,1.264,369.2,1261,598.36,4727,2.52,13.056,76.3
FALSE POSITIVE,1,0,1,1,161.252247,23.467,2185.9,0.892,4.49,303,2.0,5555,4.502,0.811,84.1
FALSE POSITIVE,1,0,1,1,0.867719291,6.323,2651.8,1.27,37.79,2106,4662.2,6220,4.398,1.056,157.1
CANDIDATE,0,0,0,0,1.803697292,1.5922,69.7,0.405,1.0,1783,2385.75,6438,4.33,1.166,25.8
FALSE POSITIVE,0,1,0,0,0.84112187,2.0431,75070.0,1.0871,39.34,1514,1240.91,5048,4.571,0.707,89.7
FALSE POSITIVE,0,1,0,0,0.828326025,1.42721,10718.0,1.3292,49.67,1845,2739.59,5400,4.382,0.978,164.5
FALSE POSITIVE,0,1,0,0,1.219324537,4.7501,379060.0,0.489,60.62,1569,1432.21,5455,4.458,0.897,241.0
FALSE POSITIVE,0,1,0,0,2.401751509,2.0835,25044.0,1.7826,268.75,888,146.91,4577,4.688,0.557,83.1
FALSE POSITIVE,0,1,0,0,36.97709537,5.2063,217140.0,0.75,59.66,546,21.08,5780,4.438,1.0,204.9
FALSE POSITIVE,0,1,0,0,16.371883638,3.44467,65927.0,1.066,70.73,840,117.9,5642,4.114,1.415,639.8
FALSE POSITIVE,0,1,0,0,2.617284592,9.5545,231450.0,0.743,162.67,2013,3885.11,5510,3.641,2.649,1215.2
FALSE POSITIVE,0,1,0,0,10.14873521,5.603,116120.0,0.965,71.11,1045,281.19,6366,4.239,1.296,250.9
FALSE POSITIVE,0,1,0,0,2.897436854,3.2833,289810.0,0.642,64.69,1277,627.44,5780,4.438,1.0,274.2
CONFIRMED,0,0,0,0,5.546083089,2.717,2211.0,0.902,22.27,2336,7027.09,7358,3.538,4.037,56.4
FALSE POSITIVE,1,0,1,0,6.87366398,7.0845,9766.9,0.958,12.01,859,128.52,5662,4.575,0.805,143.2
FALSE POSITIVE,0,1,0,0,0.668483494,2.4129,416740.0,0.773,138.76,2082,4439.53,5780,4.438,1.0,334.3
FALSE POSITIVE,0,0,1,0,1.070272827,4.2844,9886.5,1.269,28.73,1224,528.52,4628,4.651,0.653,284.0
FALSE POSITIVE,0,1,1,0,0.977170246,3.4842,151.1,0.646,5.08,3226,25506.22,5596,3.48,3.938,94.5
FALSE POSITIVE,0,1,0,0,1.135930136,4.5036,27247.0,1.282,52.05,1836,2683.57,6247,4.489,0.954,551.7
FALSE POSITIVE,1,0,0,0,1.801863222,7.2492,262580.0,0.681,145.36,2721,12930.1,7479,3.919,2.324,463.4
FALSE POSITIVE,0,1,0,0,54.77145968,30.64,7224.8,0.637,34.32,777,86.12,5145,3.466,3.866,751.1
FALSE POSITIVE,0,1,1,0,1.674690886,2.0179,527.4,1.212,29.78,1813,2558.96,6397,4.331,1.157,118.6
CANDIDATE,0,0,0,0,1.013774136,1.2774,33878.0,1.161,18.59,827,110.51,3644,4.813,0.443,166.8
CANDIDATE,0,0,0,0,290.1401717,2.1583,4836.0,0.935,11.58,304,2.02,5631,4.212,1.263,69.1
CONFIRMED,0,0,0,0,161.515617,6.548,2215.3,0.003,2.88,211,0.47,4243,4.637,0.641,25.2
FALSE POSITIVE,0,1,1,1,2.112405306,2.5845,489.0,1.207,19.01,1225,533.2,5562,4.601,0.756,42.2
FALSE POSITIVE,0,0,1,0,1.870990236,1.8432,642.6,1.193,26.1,1668,1824.38,6384,4.419,1.086,37.4
FALSE POSITIVE,0,1,0,0,5.56648691,10.931,694.9,0.935,43.67,2618,11089.75,4694,2.564,12.701,103.6
FALSE POSITIVE,0,0,1,0,1.33253834,3.737,62.4,0.164,0.64,1453,1051.03,5520,4.572,0.818,9.7
FALSE POSITIVE,0,1,1,1,1.241483276,2.195,141.0,1.227,27.25,1847,2761.35,6140,4.394,1.053,32.0
FALSE POSITIVE,0,1,0,0,3.01551943,3.1713,159580.0,0.851,155.81,1837,2692.16,5299,3.672,2.761,367.3
FALSE POSITIVE,0,1,0,0,2.112395777,2.7714,262600.0,1.285,115.26,1419,957.45,5780,4.438,1.0,243.2
CONFIRMED,0,0,0,0,14.8444836,6.091,177.9,0.149,2.49,1092,336.06,6642,4.057,1.846,10.5
FALSE POSITIVE,0,1,0,0,2.252417903,1.9767,32296.0,1.198,27.09,782,88.43,3979,4.699,0.544,129.5
FALSE POSITIVE,0,1,0,0,2.900613144,3.7357,165480.0,0.334,38.63,1289,650.9,5977,4.472,0.931,617.7
FALSE POSITIVE,0,1,0,0,174.7697122,2.3569,68139.0,1.036,38.79,294,1.77,5704,4.575,0.804,100.4
FALSE POSITIVE,0,1,0,0,31.43284649,5.3541,178870.0,0.815,57.21,577,26.19,5780,4.438,1.0,154.0
CANDIDATE,0,0,0,0,1.72110057,1.922,29.7,0.767,0.7,1607,1575.2,5700,4.327,1.176,9.3
FALSE POSITIVE,0,1,1,1,9.72675447,19.6214,6641.6,1.7826,369.2,1363,815.99,6327,3.84,2.433,366.4
FALSE POSITIVE,0,1,0,0,8.096939227,2.8833,142890.0,0.786,68.48,1194,481.48,6572,4.208,1.418,177.9
FALSE POSITIVE,0,1,0,0,0.64234865,2.1184,39597.0,0.966,25.76,1829,2653.37,5441,4.553,0.791,231.7
FALSE POSITIVE,0,1,0,0,130.4194187,4.165,2290.9,1.258,57.51,473,11.79,5770,3.946,1.685,90.4
FALSE POSITIVE,0,0,1,0,1.78526527,6.2233,1733.1,1.262,41.19,1815,2563.99,6505,4.342,1.228,123.1
FALSE POSITIVE,0,0,1,0,4.8591441,3.8588,2183.6,0.932,6.9,1303,681.41,6586,4.361,1.207,81.6
FALSE POSITIVE,0,0,1,0,5.95077813,5.6,761.8,0.881,32.26,2366,7394.55,5122,2.886,9.828,71.9
FALSE POSITIVE,0,0,1,0,99.673478,0.968,2496.0,1.7826,369.2,262,1.11,4932,4.777,0.492,12.6
CANDIDATE,0,0,0,0,4.7425521,1.11,3583.0,0.851,7.27,1159,426.49,6161,4.454,1.053,10.9
FALSE POSITIVE,0,1,1,0,0.955297055,1.7405,846.1,1.193,18.16,1550,1367.42,5319,4.548,0.734,67.3
FALSE POSITIVE,0,1,1,0,280.476576,30.64,651.2,0.974,3.16,268,1.22,5869,4.528,0.892,38.7
FALSE POSITIVE,0,1,0,0,152.8255989,22.688,2173.5,0.409,34.85,734,68.47,4991,2.933,7.506,98.9
CANDIDATE,0,0,0,0,47.1096306,5.741,752.2,1.23,78.98,751,75.4,5258,3.597,2.78,35.1
CONFIRMED,0,0,0,0,2.41660149,1.9699,83.6,0.035,0.92,1343,770.05,5705,4.444,1.026,33.7
FALSE POSITIVE,0,1,1,0,4.252082243,2.7543,8290.5,1.268,33.14,1064,303.48,5802,4.492,0.794,254.8
FALSE POSITIVE,0,1,0,0,14.180228311,4.5344,172740.0,0.795,62.41,873,137.11,6289,4.33,1.142,472.3
CONFIRMED,0,0,0,0,282.5253558,10.7965,9746.4,0.248,8.98,264,1.15,5725,4.506,0.913,696.0
FALSE POSITIVE,0,1,0,0,1.87887673,6.60887,416740.0,0.441,148.25,1846,2750.37,6569,4.281,1.235,3176.9
FALSE POSITIVE,0,1,0,0,17.79391159,4.3194,93395.0,0.692,33.3,697,55.88,5780,4.438,1.0,247.0
FALSE POSITIVE,0,1,1,0,7.942583252,7.0612,88327.0,1.522,219.02,1285,644.35,5516,3.765,2.178,855.4
FALSE POSITIVE,0,0,1,0,15.85231085,4.8707,416740.0,1.7826,369.2,725,65.17,5780,4.438,1.0,252.4
FALSE POSITIVE,0,1,0,0,2.415925551,9.7769,416740.0,0.511,300.82,3329,29070.1,8144,3.711,3.278,1598.3
FALSE POSITIVE,0,1,0,0,0.656201038,4.17901,174860.0,1.439,112.77,2157,5094.25,6025,4.472,0.999,2065.8
FALSE POSITIVE,0,1,1,1,2.617280959,9.661,3089.9,1.7826,369.2,1689,1918.98,6432,4.207,1.345,262.4
CANDIDATE,0,0,0,0,18.577903,20.11,99.8,0.105,1.36,879,140.97,6432,4.207,1.345,6.6
FALSE POSITIVE,0,1,0,0,1.412524016,5.74859,175780.0,0.846,68.92,1978,3627.17,6690,4.375,1.174,1475.4
FALSE POSITIVE,0,1,1,1,5.77676732,6.822,5794.8,1.273,26.2,670,47.55,4401,4.621,0.645,74.1
CONFIRMED,0,0,0,0,88.40678718,12.3079,1724.4,0.535,4.55,410,6.65,5611,4.388,1.073,328.0
FALSE POSITIVE,0,0,1,0,3.635723653,2.1862,80.0,0.677,1.23,1478,1126.72,6422,4.249,1.295,43.1
FALSE POSITIVE,1,0,0,0,369.181947,3.239,913.0,0.021,2.6,245,0.85,5959,4.546,0.859,9.9
FALSE POSITIVE,0,1,1,0,45.3968385,4.477,1355.2,1.235,21.23,437,8.62,5649,4.633,0.705,38.9
FALSE POSITIVE,0,0,1,0,15.160166,5.856,307.9,0.228,2.09,821,107.59,5940,4.3,1.191,26.1
FALSE POSITIVE,0,0,1,1,2.63009438,11.226,388.9,1.195,25.55,1480,1135.97,6338,4.418,1.091,69.4
FALSE POSITIVE,0,0,1,0,9.40527028,2.076,470.9,1.212,25.39,938,182.72,6347,4.464,0.996,20.7
FALSE POSITIVE,0,0,1,0,4.15713766,1.808,77.0,0.121,1.17,1401,908.82,6470,4.301,1.324,9.2
FALSE POSITIVE,0,0,1,0,3.2136904,2.205,55.8,0.57,1.22,1591,1515.7,6184,4.151,1.579,19.2
FALSE POSITIVE,0,0,1,0,2.87066026,1.541,450.8,0.286,1.72,1196,484.17,5910,4.578,0.796,13.2
FALSE POSITIVE,1,0,0,0,0.991105114,2.2137,286390.0,0.623,36.87,1257,589.31,4769,4.673,0.578,273.8
FALSE POSITIVE,1,0,1,1,12.425580393,30.64,1131.0,1.222,21.34,563,23.83,4594,4.58,0.743,58.8
CONFIRMED,0,0,0,0,138.944022,10.611,530.2,0.195,2.57,384,5.13,6014,4.362,1.115,28.0
FALSE POSITIVE,1,0,1,1,12.4260454,27.7691,582.1,0.967,2.64,706,58.88,5645,4.569,0.817,55.7
FALSE POSITIVE,1,0,1,1,12.4260002,30.1966,468.6,0.971,2.39,706,58.88,5645,4.569,0.817,47.8
FALSE POSITIVE,0,1,0,1,1.50650136,3.1126,66.9,0.556,0.8,1562,1403.44,5607,4.381,0.948,41.9
CANDIDATE,0,0,0,0,0.968026356,0.7948,212.7,0.055,1.78,2167,5205.91,6469,4.385,1.193,32.6
FALSE POSITIVE,0,1,0,0,1.179969562,1.9745,1109.3,1.244,120.02,2960,18136.88,5500,3.491,3.899,277.9
FALSE POSITIVE,0,1,0,0,10.10176739,2.1267,601.7,1.251,26.09,829,111.86,6058,4.54,0.867,28.8
CANDIDATE,0,0,0,0,10.57910009,1.4553,329.3,0.404,2.03,929,175.79,6323,4.418,1.093,17.9
CONFIRMED,0,0,0,0,1.480283464,2.486,60.5,0.058,0.97,1822,2597.27,5897,4.25,1.259,21.3
FALSE POSITIVE,0,1,0,0,15.420409367,2.3707,14759.0,0.955,16.62,661,45.03,5468,4.505,0.88,268.5
CONFIRMED,0,0,0,0,9.97682072,3.4873,966.8,0.022,2.85,802,97.85,5500,4.416,0.928,31.3
FALSE POSITIVE,0,0,1,1,61.4913415,9.627,3692.4,0.92,4.57,323,2.58,4796,4.656,0.598,70.5
CANDIDATE,0,0,0,0,5.0263815,4.384,77.2,0.185,0.84,1065,305.12,5783,4.418,0.962,8.5
FALSE POSITIVE,0,1,1,0,16.00351679,4.001,668.3,1.209,18.01,586,27.83,5283,4.594,0.695,29.9
FALSE POSITIVE,0,0,1,0,1.86390886,4.414,176.1,1.2,77.99,2902,16718.87,6689,3.594,3.381,18.3
FALSE POSITIVE,0,0,1,1,2.03743942,3.103,112.5,0.102,0.82,1299,673.94,5751,4.577,0.774,16.0
FALSE POSITIVE,0,0,0,0,332.74984,14.77,518.1,0.1296,2.55,302,1.97,6372,4.375,1.112,8.7
FALSE POSITIVE,0,0,1,0,2.4681015,2.83,172.8,0.689,1.22,1244,564.74,5516,4.466,0.872,22.1
FALSE POSITIVE,0,0,0,0,215.15218,19.97,264.2,0.2999,1.36,287,1.61,5914,4.563,0.828,6.7
FALSE POSITIVE,0,0,1,0,3.17275711,5.404,313.2,0.03,1.27,966,206.07,5058,4.61,0.739,30.1
CANDIDATE,0,0,0,0,6.68231249,3.251,48.7,0.892,2.09,1350,784.74,5343,3.764,2.506,12.3
FALSE POSITIVE,0,1,1,0,0.73619448,1.1148,247.3,0.689,1.84,2268,6218.56,6355,4.418,1.09,27.2
FALSE POSITIVE,0,0,1,1,10.18670759,7.498,261.2,0.677,0.95,477,12.29,3995,4.694,0.555,35.5
FALSE POSITIVE,0,1,1,1,365.994154,13.071,698.5,0.8353,2.87,263,1.14,6074,4.466,0.965,23.8
FALSE POSITIVE,0,1,1,0,0.54028956,3.619,293.5,1.181,21.45,2279,6356.72,5997,4.483,0.993,58.4
FALSE POSITIVE,0,0,1,0,2.49047468,2.2003,222.2,0.522,1.53,1413,940.43,6067,4.433,0.997,20.7
FALSE POSITIVE,0,1,0,0,2.17257963,1.5794,335.5,1.107,13.55,1518,1254.52,6038,4.34,0.971,27.1
FALSE POSITIVE,0,0,1,0,3.307669761,1.672,243.1,0.602,3.87,1840,2710.89,5959,3.829,2.382,66.7
FALSE POSITIVE,0,1,0,0,3.183961388,3.7875,39268.0,0.677,37.22,1615,1608.01,5716,3.963,1.76,339.2
FALSE POSITIVE,0,0,1,0,48.507991,8.984,288.9,0.944,2.06,511,16.08,6031,4.476,0.966,11.4
FALSE POSITIVE,0,1,1,1,0.759766456,5.323,480.5,1.238,29.02,2128,4850.1,6174,4.455,1.026,73.0
FALSE POSITIVE,0,1,1,1,1.219034472,2.151,6923.8,0.075,9.82,1845,2734.97,5833,4.333,1.192,99.2
FALSE POSITIVE,0,1,0,0,7.37339245,2.883,125.0,1.104,13.73,1098,344.18,6484,4.36,1.093,36.6
FALSE POSITIVE,0,1,0,0,4.70847097,6.0503,32622.0,0.418,19.58,1202,493.0,6214,4.391,1.061,607.2
FALSE POSITIVE,1,0,1,1,2.404556949,7.4918,408.7,0.97,4.69,1958,3474.41,6426,4.013,1.775,147.1
CANDIDATE,0,0,0,0,66.119119,3.086,862.0,0.256,3.0,452,9.89,5828,4.462,1.028,9.8
CANDIDATE,0,0,0,0,0.982090079,1.44892,5396.7,1.278,29.95,1568,1426.18,5472,4.573,0.742,304.1
FALSE POSITIVE,0,1,0,0,2.972047661,1.198,5945.0,1.207,24.74,881,142.01,4491,4.58,0.711,20.0
FALSE POSITIVE,0,0,1,0,2.237180102,1.4734,493.8,0.374,1.75,1134,390.02,5080,4.538,0.793,23.3
FALSE POSITIVE,0,0,1,1,0.93374232,6.552,351.4,1.188,18.29,1638,1706.25,5553,4.577,0.806,49.1
FALSE POSITIVE,0,1,0,0,0.52740121,1.2496,287.9,0.009,1.57,2151,5088.43,5529,4.471,0.936,57.2
FALSE POSITIVE,0,0,1,1,8.48031302,5.988,107.0,0.765,2.74,1510,1229.56,6541,3.778,2.43,20.2
CANDIDATE,0,0,0,0,0.66682654,0.7948,511.6,0.856,1.49,1183,461.55,3993,4.696,0.554,33.4
FALSE POSITIVE,1,0,0,0,0.882131829,6.8106,3620.9,0.968,8.13,1963,3510.31,6168,4.482,0.911,70.6
FALSE POSITIVE,1,0,0,0,0.52740121,1.7495,416740.0,0.441,37.47,1251,580.4,3898,4.735,0.53,628.2
CONFIRMED,0,0,0,0,364.751562,13.057,1481.5,0.875,2.89,196,0.35,4386,4.629,0.63,25.5
FALSE POSITIVE,0,1,1,1,2.189098506,5.1498,2533.7,1.258,29.7,1288,651.22,5681,4.551,0.859,194.9
FALSE POSITIVE,0,1,1,0,0.7088055,3.6789,17575.0,1.238,41.08,2035,4055.22,5989,4.5,0.908,195.6
FALSE POSITIVE,0,0,0,0,88.821421,9.35,393.7,1.6227,234.99,634,38.13,5081,3.484,3.365,7.8
FALSE POSITIVE,0,1,1,1,1.507761203,3.096,2773.7,1.292,31.77,1301,675.11,5069,4.53,0.818,153.1
FALSE POSITIVE,0,0,1,0,1.506019633,2.408,136.9,0.528,1.08,1628,1660.03,6065,4.454,0.896,18.8
FALSE POSITIVE,0,1,1,1,0.572513875,2.353,49.3,0.04,0.52,1779,2365.45,5171,4.576,0.76,10.2
FALSE POSITIVE,0,1,1,0,35.14578122,2.253,6789.4,1.276,32.5,480,12.6,5437,4.554,0.783,86.8
FALSE POSITIVE,0,0,1,0,3.690317047,1.3784,465.5,1.151,20.23,1280,634.09,6120,4.395,1.054,43.0
CONFIRMED,0,0,0,0,105.9566815,6.9988,2286.4,0.322,3.79,324,2.59,5327,4.581,0.8,51.8
FALSE POSITIVE,0,0,1,0,2.95600563,2.6717,76.1,0.408,0.81,1211,509.55,5668,4.472,0.916,35.5
FALSE POSITIVE,0,1,0,0,11.805707539,2.0494,2052.1,1.015,18.48,1153,417.85,6065,3.888,1.891,124.9
FALSE POSITIVE,0,0,1,0,25.3710555,3.739,78.6,0.742,1.43,779,87.17,6029,4.127,1.494,8.3
CANDIDATE,0,0,0,0,1.38680229,1.7065,242.3,1.115,29.33,2530,9703.01,6823,4.04,2.037,84.4
FALSE POSITIVE,0,1,1,1,8.58966893,6.962,429.6,0.012,155.18,4106,67267.85,3837,2.52,13.056,47.5
FALSE POSITIVE,0,1,0,0,4.468456599,1.4195,906.7,1.207,24.81,1081,321.94,5869,4.513,0.942,39.1
FALSE POSITIVE,0,0,1,1,0.933754669,4.048,89.3,0.728,1.48,2475,8881.31,6443,4.146,1.457,43.2
FALSE POSITIVE,0,0,1,1,1.71030803,2.718,216.0,0.282,1.32,1449,1039.18,5790,4.528,0.9,21.0
FALSE POSITIVE,0,0,1,0,79.9201319,4.482,1326.8,0.623,1.81,217,0.53,3812,4.767,0.476,21.9
FALSE POSITIVE,0,0,0,0,199.3113,6.43,383.6,0.689,1.64,278,1.42,5662,4.577,0.789,6.5
FALSE POSITIVE,0,0,0,0,157.82131,12.42,192.3,0.1495,1.59,377,4.75,6082,4.342,1.147,6.9
FALSE POSITIVE,0,1,1,1,2.28612573,12.408,301.6,1.188,22.63,1433,993.96,6063,4.476,1.012,45.3
CONFIRMED,0,0,0,0,199.66876,8.996,251.9,0.046,1.45,305,2.06,5678,4.409,0.921,13.9
FALSE POSITIVE,0,1,1,1,1.33254971,4.69,158.3,0.741,1.36,1782,2377.19,6150,4.41,1.004,35.3
